1,2,262,191,33,59,1,1,1
1,3,321,185,28,57,1,1,1
2,2,263,194,33,59,1,1,1
2,3,322,184,28,57,1,1,1
3,2,261,193,35,62,1,1,1
3,3,322,184,28,57,1,1,1
4,2,262,189,35,62,1,1,1
4,3,324,184,28,57,1,1,1
5,2,263,195,33,59,1,1,1
5,3,324,185,28,57,1,1,1
6,2,265,192,33,59,1,1,1
6,3,325,186,28,57,1,1,1
7,2,264,191,33,59,1,1,1
7,3,326,187,28,57,1,1,1
8,2,264,195,33,59,1,1,1
8,3,327,187,28,57,1,1,1
9,2,270,196,26,49,1,1,1
9,3,326,187,30,59,1,1,1
10,2,269,198,26,49,1,1,1
10,3,327,186,30,59,1,1,1
11,2,271,197,26,49,1,1,1
11,3,327,191,30,59,1,1,1
12,2,271,199,26,49,1,1,1
12,3,330,190,29,56,1,1,1
13,2,272,194,27,51,1,1,1
13,3,329,183,30,59,1,1,1
14,2,272,196,27,51,1,1,1
14,3,328,190,30,59,1,1,1
15,2,273,198,26,49,1,1,1
15,3,330,187,30,59,1,1,1
16,2,272,198,29,55,1,1,1
16,3,329,183,32,62,1,1,1
17,2,271,198,29,55,1,1,1
17,3,329,179,32,62,1,1,1
18,2,272,199,29,55,1,1,1
18,3,329,179,32,62,1,1,1
19,2,272,201,29,55,1,1,1
19,3,330,180,32,62,1,1,1
20,2,272,199,29,55,1,1,1
20,3,331,181,32,62,1,1,1
21,2,277,199,24,51,1,1,1
21,3,332,193,30,56,1,1,1
22,2,277,198,24,51,1,1,1
22,3,333,193,30,56,1,1,1
23,2,277,197,24,51,1,1,1
23,3,333,193,30,56,1,1,1
24,2,277,196,24,51,1,1,1
24,3,335,193,30,56,1,1,1
25,2,277,198,24,51,1,1,1
25,3,337,194,30,56,1,1,1
26,2,278,198,24,51,1,1,1
26,3,337,194,30,56,1,1,1
27,2,279,199,24,51,1,1,1
27,3,339,194,30,56,1,1,1
28,2,280,200,23,49,1,1,1
28,3,338,194,30,56,1,1,1
29,2,282,200,23,49,1,1,1
29,3,338,193,30,56,1,1,1
30,2,282,201,23,49,1,1,1
30,3,338,193,30,56,1,1,1
31,2,282,201,23,49,1,1,1
31,3,339,194,30,56,1,1,1
32,2,284,200,23,49,1,1,1
32,3,341,194,30,56,1,1,1
33,2,283,199,24,51,1,1,1
33,3,340,193,30,56,1,1,1
34,2,285,201,24,51,1,1,1
34,3,342,193,30,56,1,1,1
35,2,284,197,24,51,1,1,1
35,3,341,192,31,59,1,1,1
36,2,284,193,25,54,1,1,1
36,3,342,192,31,59,1,1,1
37,2,285,200,30,53,1,1,1
37,3,343,193,31,59,1,1,1
38,2,286,201,30,53,1,1,1
38,3,344,192,31,59,1,1,1
39,2,287,204,30,53,1,1,1
39,3,344,192,31,59,1,1,1
40,2,289,203,30,53,1,1,1
40,3,345,192,31,59,1,1,1
41,2,289,197,30,53,1,1,1
41,3,345,191,31,59,1,1,1
42,2,289,201,30,53,1,1,1
42,3,347,192,31,59,1,1,1
43,2,290,200,30,53,1,1,1
43,3,348,193,31,59,1,1,1
44,2,290,205,30,53,1,1,1
44,3,348,191,31,59,1,1,1
45,2,290,202,30,53,1,1,1
45,3,350,193,31,59,1,1,1
46,2,290,207,30,53,1,1,1
46,3,350,191,31,59,1,1,1
47,2,291,207,30,53,1,1,1
47,3,351,195,31,59,1,1,1
48,2,291,204,30,53,1,1,1
48,3,352,193,31,59,1,1,1
49,2,294,206,29,50,1,1,1
49,3,351,191,31,59,1,1,1
50,2,294,206,25,49,1,1,1
50,3,353,192,31,59,1,1,1
51,2,295,204,25,49,1,1,1
51,3,352,195,31,59,1,1,1
52,2,296,206,24,47,1,1,1
52,3,354,195,31,59,1,1,1
53,2,296,207,24,47,1,1,1
53,3,354,194,31,59,1,1,1
54,2,296,207,24,47,1,1,1
54,3,355,193,31,59,1,1,1
55,2,298,207,24,47,1,1,1
55,3,358,196,31,59,1,1,1
56,2,297,206,24,47,1,1,1
56,3,358,196,31,59,1,1,1
57,2,299,211,24,47,1,1,1
57,3,360,196,31,59,1,1,1
58,2,299,206,25,49,1,1,1
58,3,360,196,31,59,1,1,1
59,2,300,211,24,47,1,1,1
59,3,362,197,31,59,1,1,1
60,2,301,209,25,49,1,1,1
60,3,362,196,31,59,1,1,1
61,2,302,209,25,49,1,1,1
61,3,362,197,31,59,1,1,1
62,2,301,211,24,47,1,1,1
62,3,361,188,33,62,1,1,1
63,2,302,210,24,47,1,1,1
63,3,361,186,33,62,1,1,1
64,2,303,211,24,47,1,1,1
64,3,361,186,31,59,1,1,1
65,2,303,210,24,47,1,1,1
65,3,364,187,31,59,1,1,1
66,2,304,211,23,44,1,1,1
66,3,365,192,31,59,1,1,1
67,2,304,213,23,44,1,1,1
67,3,366,194,31,59,1,1,1
68,2,301,210,25,50,1,1,1
68,3,366,184,33,70,1,1,1
69,2,302,210,25,50,1,1,1
69,3,367,182,33,70,1,1,1
70,2,303,209,25,50,1,1,1
70,3,368,181,33,70,1,1,1
71,2,303,210,25,50,1,1,1
71,3,367,180,33,70,1,1,1
72,2,304,211,25,50,1,1,1
72,3,369,180,33,70,1,1,1
73,2,303,212,25,50,1,1,1
73,3,369,179,33,70,1,1,1
74,2,303,211,25,50,1,1,1
74,3,369,180,33,70,1,1,1
75,2,305,211,25,50,1,1,1
75,3,370,180,34,76,1,1,1
76,2,305,210,25,50,1,1,1
76,3,368,177,34,76,1,1,1
77,2,305,206,25,50,1,1,1
77,3,366,176,36,80,1,1,1
78,2,304,203,26,52,1,1,1
78,3,369,177,34,76,1,1,1
79,2,304,202,28,55,1,1,1
79,3,368,178,34,76,1,1,1
80,2,303,199,28,55,1,1,1
80,3,374,197,29,55,1,1,1
81,2,303,198,29,58,1,1,1
81,3,374,200,29,55,1,1,1
82,2,304,199,29,58,1,1,1
82,3,376,201,29,55,1,1,1
83,2,305,199,29,58,1,1,1
83,3,376,197,30,58,1,1,1
84,2,306,198,29,58,1,1,1
84,3,375,196,30,58,1,1,1
85,2,306,203,29,58,1,1,1
85,3,376,199,30,58,1,1,1
86,2,307,204,29,58,1,1,1
86,3,375,193,32,61,1,1,1
87,2,308,204,29,58,1,1,1
87,3,376,197,32,61,1,1,1
88,2,308,203,29,58,1,1,1
88,3,377,196,32,61,1,1,1
89,2,309,204,28,55,1,1,1
89,3,377,193,32,61,1,1,1
90,2,309,212,28,55,1,1,1
90,3,378,194,32,61,1,1,1
91,2,310,215,26,52,1,1,1
91,3,378,192,32,61,1,1,1
92,2,311,214,26,52,1,1,1
