1,1,812,160,19,55,1,1,1
1,2,870,167,20,50,1,1,1
2,1,813,160,19,55,1,1,1
2,2,871,167,20,50,1,1,1
3,1,813,160,19,55,1,1,1
3,2,872,167,20,50,1,1,1
4,1,812,160,19,55,1,1,1
4,2,871,167,20,50,1,1,1
5,1,812,158,19,55,1,1,1
5,2,872,167,20,50,1,1,1
6,1,813,161,18,52,1,1,1
6,2,872,167,20,50,1,1,1
7,1,813,162,18,52,1,1,1
7,2,872,167,20,50,1,1,1
8,1,813,162,18,52,1,1,1
8,2,871,167,20,50,1,1,1
9,1,811,162,18,52,1,1,1
9,2,870,167,20,50,1,1,1
10,1,811,162,18,52,1,1,1
10,2,871,167,20,50,1,1,1
11,1,811,160,19,55,1,1,1
11,2,869,167,20,50,1,1,1
12,1,810,159,19,55,1,1,1
12,2,870,167,20,50,1,1,1
13,1,811,162,18,52,1,1,1
13,2,869,167,18,48,1,1,1
14,1,810,161,18,52,1,1,1
14,2,870,166,18,48,1,1,1
15,1,810,160,18,52,1,1,1
15,2,870,168,18,48,1,1,1
16,1,810,160,18,52,1,1,1
16,2,870,168,18,48,1,1,1
17,1,810,160,18,52,1,1,1
17,2,870,168,18,48,1,1,1
18,1,811,161,18,52,1,1,1
18,2,869,167,18,48,1,1,1
19,1,810,160,18,52,1,1,1
19,2,869,168,18,48,1,1,1
20,1,810,160,18,52,1,1,1
20,2,870,168,18,48,1,1,1
21,1,810,162,18,52,1,1,1
21,2,870,169,18,48,1,1,1
22,1,808,160,19,55,1,1,1
22,2,869,169,18,48,1,1,1
23,1,808,159,19,55,1,1,1
23,2,870,168,18,48,1,1,1
24,1,808,160,19,55,1,1,1
24,2,870,168,18,48,1,1,1
25,1,807,159,19,55,1,1,1
25,2,869,168,18,48,1,1,1
26,1,807,160,19,55,1,1,1
26,2,869,169,18,48,1,1,1
27,1,807,159,19,55,1,1,1
27,2,869,168,18,48,1,1,1
28,1,808,161,18,52,1,1,1
28,2,869,169,18,48,1,1,1
29,1,808,160,18,52,1,1,1
29,2,869,169,18,48,1,1,1
30,1,807,161,18,52,1,1,1
30,2,868,169,18,48,1,1,1
31,1,806,160,18,52,1,1,1
31,2,867,169,18,48,1,1,1
32,1,806,160,18,52,1,1,1
32,2,867,168,18,48,1,1,1
33,1,806,162,18,52,1,1,1
33,2,868,168,18,48,1,1,1
34,1,805,162,18,52,1,1,1
34,2,868,169,18,48,1,1,1
35,1,805,162,18,52,1,1,1
35,2,867,169,18,48,1,1,1
36,1,804,161,18,52,1,1,1
36,2,866,169,18,48,1,1,1
37,1,802,161,18,52,1,1,1
37,2,866,170,18,48,1,1,1
38,1,801,163,18,52,1,1,1
38,2,867,170,18,48,1,1,1
39,1,801,160,19,55,1,1,1
39,2,866,170,18,48,1,1,1
40,1,800,162,18,52,1,1,1
40,2,866,169,18,48,1,1,1
41,1,800,161,18,52,1,1,1
41,2,866,169,18,48,1,1,1
42,1,799,163,18,52,1,1,1
42,2,866,170,18,48,1,1,1
43,1,799,163,18,52,1,1,1
43,2,867,171,18,48,1,1,1
44,1,798,163,18,52,1,1,1
44,2,866,171,18,48,1,1,1
45,1,798,163,18,52,1,1,1
45,2,867,171,18,48,1,1,1
46,1,797,163,18,52,1,1,1
46,2,866,171,18,48,1,1,1
47,1,797,162,18,52,1,1,1
47,2,868,172,17,46,1,1,1
48,1,796,162,18,52,1,1,1
48,2,868,172,17,46,1,1,1
49,1,795,161,18,52,1,1,1
49,2,868,171,18,48,1,1,1
50,1,795,163,18,52,1,1,1
50,2,867,170,18,48,1,1,1
51,1,795,164,18,52,1,1,1
51,2,868,170,18,48,1,1,1
52,1,793,163,18,52,1,1,1
52,2,867,171,18,48,1,1,1
53,1,792,164,18,52,1,1,1
53,2,868,171,18,48,1,1,1
54,1,792,166,18,52,1,1,1
54,2,867,171,18,48,1,1,1
55,1,790,163,19,55,1,1,1
55,2,868,171,18,48,1,1,1
56,1,788,162,19,55,1,1,1
56,2,868,171,18,48,1,1,1
57,1,788,163,19,55,1,1,1
57,2,867,171,18,48,1,1,1
58,1,788,162,19,55,1,1,1
58,2,868,171,18,48,1,1,1
59,1,787,164,19,55,1,1,1
59,2,867,171,18,48,1,1,1
60,1,785,162,19,55,1,1,1
60,2,869,171,18,48,1,1,1
61,1,785,162,19,55,1,1,1
61,2,869,172,18,48,1,1,1
62,1,784,163,19,55,1,1,1
62,2,868,172,18,48,1,1,1
63,1,784,162,19,55,1,1,1
63,2,867,171,18,48,1,1,1
64,1,784,162,19,55,1,1,1
64,2,868,171,18,48,1,1,1
65,1,783,163,19,55,1,1,1
65,2,867,172,18,48,1,1,1
66,1,782,163,19,55,1,1,1
66,2,868,172,18,48,1,1,1
67,1,782,164,19,55,1,1,1
67,2,867,171,18,48,1,1,1
68,1,781,164,19,55,1,1,1
68,2,868,171,18,48,1,1,1
69,1,780,164,19,55,1,1,1
69,2,867,171,18,48,1,1,1
70,1,780,164,19,55,1,1,1
70,2,867,173,18,48,1,1,1
71,1,779,164,19,55,1,1,1
71,2,867,172,18,48,1,1,1
72,1,778,164,19,55,1,1,1
72,2,868,172,18,48,1,1,1
73,1,778,164,19,55,1,1,1
73,2,868,173,18,48,1,1,1
74,1,778,163,19,55,1,1,1
74,2,868,173,18,48,1,1,1
75,1,778,163,19,55,1,1,1
75,2,868,172,18,48,1,1,1
76,1,777,162,19,55,1,1,1
76,2,869,173,18,48,1,1,1
77,1,776,164,18,52,1,1,1
77,2,868,172,18,48,1,1,1
78,1,776,164,18,52,1,1,1
78,2,869,172,18,48,1,1,1
79,1,775,164,18,52,1,1,1
79,2,869,173,18,48,1,1,1
80,1,776,165,18,52,1,1,1
80,2,868,172,18,48,1,1,1
81,1,774,165,18,52,1,1,1
81,2,869,173,18,48,1,1,1
82,1,774,165,18,52,1,1,1
82,2,869,172,18,48,1,1,1
83,1,773,165,18,52,1,1,1
83,2,868,173,18,48,1,1,1
84,1,773,165,18,52,1,1,1
84,2,869,173,18,48,1,1,1
85,1,772,165,18,52,1,1,1
85,2,869,173,18,48,1,1,1
86,1,771,165,18,52,1,1,1
86,2,868,174,18,48,1,1,1
87,1,771,165,18,52,1,1,1
87,2,869,173,18,48,1,1,1
88,1,770,165,18,52,1,1,1
88,2,869,174,18,48,1,1,1
89,1,769,162,19,55,1,1,1
89,2,867,172,18,48,1,1,1
90,1,768,162,19,55,1,1,1
90,2,867,172,18,48,1,1,1
91,1,767,163,19,55,1,1,1
91,2,867,172,18,48,1,1,1
92,1,767,161,20,58,1,1,1
92,2,868,172,18,48,1,1,1
93,1,765,159,21,61,1,1,1
93,2,868,172,18,48,1,1,1
94,1,764,160,21,61,1,1,1
94,2,867,173,18,48,1,1,1
95,1,765,163,20,58,1,1,1
95,2,868,174,18,48,1,1,1
96,1,764,162,20,58,1,1,1
96,2,867,174,18,48,1,1,1
97,1,764,164,20,58,1,1,1
97,2,868,174,18,48,1,1,1
98,1,763,164,20,58,1,1,1
98,2,867,175,18,48,1,1,1
99,1,761,162,21,61,1,1,1
99,2,868,174,18,48,1,1,1
100,1,761,161,21,61,1,1,1
100,2,868,174,18,48,1,1,1
101,1,760,161,21,61,1,1,1
101,2,867,175,18,48,1,1,1
102,1,757,161,21,61,1,1,1
102,2,868,174,18,48,1,1,1
103,1,756,162,21,61,1,1,1
103,2,868,175,18,48,1,1,1
104,1,756,163,21,61,1,1,1
104,2,868,174,18,48,1,1,1
105,1,755,162,21,61,1,1,1
105,2,867,174,18,48,1,1,1
106,1,755,161,21,61,1,1,1
106,2,866,175,18,48,1,1,1
107,1,754,161,21,61,1,1,1
107,2,867,174,18,48,1,1,1
108,1,753,160,21,61,1,1,1
108,2,867,174,18,48,1,1,1
109,1,753,161,21,61,1,1,1
109,2,866,175,18,48,1,1,1
110,1,752,161,21,61,1,1,1
110,2,866,176,18,48,1,1,1
111,1,751,161,21,61,1,1,1
111,2,865,176,18,48,1,1,1
112,1,751,162,21,61,1,1,1
112,2,865,175,18,48,1,1,1
113,1,750,162,21,61,1,1,1
113,2,866,176,18,48,1,1,1
114,1,749,162,21,61,1,1,1
114,2,864,175,18,48,1,1,1
115,1,748,162,21,61,1,1,1
115,2,864,176,18,48,1,1,1
116,1,748,163,21,61,1,1,1
116,2,864,175,18,48,1,1,1
117,1,747,162,21,61,1,1,1
117,2,864,175,18,48,1,1,1
118,1,747,162,21,61,1,1,1
118,2,865,176,18,48,1,1,1
119,1,747,163,21,61,1,1,1
119,2,863,176,18,48,1,1,1
120,1,747,162,21,61,1,1,1
120,2,863,175,18,48,1,1,1
121,1,746,161,21,61,1,1,1
121,2,864,176,18,48,1,1,1
122,1,746,162,21,61,1,1,1
122,2,863,176,18,48,1,1,1
123,1,746,162,21,61,1,1,1
123,2,863,177,18,48,1,1,1
124,1,745,162,21,61,1,1,1
124,2,863,176,18,48,1,1,1
125,1,744,164,21,61,1,1,1
125,2,862,177,18,48,1,1,1
126,1,743,164,21,61,1,1,1
126,2,862,177,18,48,1,1,1
127,1,744,164,21,61,1,1,1
127,2,862,176,18,48,1,1,1
128,1,743,163,21,61,1,1,1
128,2,862,177,18,48,1,1,1
