1,1,680,133,23,57,1,1,1
1,2,669,540,52,140,1,1,1
2,1,680,133,23,57,1,1,1
2,2,669,540,52,140,1,1,1
3,1,680,133,23,57,1,1,1
3,2,671,538,52,139,1,1,1
4,1,680,133,23,57,1,1,1
4,2,672,536,51,138,1,1,1
5,1,680,134,23,57,1,1,1
5,2,674,533,51,137,1,1,1
6,1,680,134,23,57,1,1,1
6,2,675,531,51,132,1,1,1
7,1,680,134,23,57,1,1,1
7,2,676,529,54,126,1,1,1
8,1,680,134,23,57,1,1,1
8,2,677,527,54,126,1,1,1
9,1,680,134,23,57,1,1,1
9,2,678,525,53,124,1,1,1
10,1,680,135,23,57,1,1,1
10,2,680,524,52,127,1,1,1
11,1,680,135,23,56,1,1,1
11,2,680,522,52,128,1,1,1
12,1,680,136,22,56,1,1,1
12,2,682,519,52,134,1,1,1
13,1,680,136,22,55,1,1,1
13,2,682,518,52,135,1,1,1
14,1,680,136,23,58,1,1,1
14,2,682,515,53,137,1,1,1
15,1,680,138,22,55,1,1,1
15,2,684,516,51,132,1,1,1
16,1,680,137,23,58,1,1,1
16,2,684,513,52,134,1,1,1
17,1,680,139,22,58,1,1,1
17,2,685,511,51,137,1,1,1
18,1,680,139,22,58,1,1,1
18,2,685,508,52,136,1,1,1
19,1,680,139,22,58,1,1,1
19,2,685,506,50,137,1,1,1
20,1,680,140,22,58,1,1,1
20,2,685,503,51,139,1,1,1
21,1,680,140,22,58,1,1,1
21,2,686,501,50,137,1,1,1
22,1,679,140,22,59,1,1,1
22,2,686,499,50,132,1,1,1
23,1,679,140,22,59,1,1,1
23,2,686,497,51,130,1,1,1
24,1,679,140,23,59,1,1,1
24,2,686,495,52,126,1,1,1
25,1,679,141,22,59,1,1,1
25,2,686,493,52,127,1,1,1
26,1,679,141,22,59,1,1,1
26,2,686,490,54,130,1,1,1
27,1,679,142,22,58,1,1,1
27,2,688,490,51,127,1,1,1
28,1,678,143,22,59,1,1,1
28,2,688,488,52,128,1,1,1
29,1,678,143,23,60,1,1,1
